id,name,description,price,stock_quantity,category_id
10910,ShopX bed_bath_table Product 10910,ShopX catalog item in bed_bath_table. Photos=2; weight_g=7600.0.,700.0,11,11
10911,ShopX fashion_sport Product 10911,ShopX catalog item in fashion_sport. Photos=6; weight_g=850.0.,225.0,11,36
10912,ShopX construction_tools_lights Product 10912,ShopX catalog item in construction_tools_lights. Photos=1; weight_g=1450.0.,159.0,11,22
10913,ShopX health_beauty Product 10913,ShopX catalog item in health_beauty. Photos=1; weight_g=1150.0.,131.99,11,47
10914,ShopX construction_tools_construction Product 10914,ShopX catalog item in construction_tools_construction. Photos=1; weight_g=3350.0.,63.7,11,21
10915,ShopX furniture_decor Product 10915,ShopX catalog item in furniture_decor. Photos=2; weight_g=300.0.,49.0,11,43
10916,ShopX cool_stuff Product 10916,ShopX catalog item in cool_stuff. Photos=1; weight_g=1815.0.,249.9,12,24
10917,ShopX health_beauty Product 10917,ShopX catalog item in health_beauty. Photos=1; weight_g=438.0.,59.9,11,47
10918,ShopX housewares Product 10918,ShopX catalog item in housewares. Photos=1; weight_g=11850.0.,229.5,11,53
10919,ShopX stationery Product 10919,ShopX catalog item in stationery. Photos=6; weight_g=9200.0.,119.0,11,70
10920,ShopX furniture_decor Product 10920,ShopX catalog item in furniture_decor. Photos=1; weight_g=350.0.,24.9,11,43
10921,ShopX furniture_decor Product 10921,ShopX catalog item in furniture_decor. Photos=1; weight_g=700.0.,24.75,11,43
10922,ShopX bed_bath_table Product 10922,ShopX catalog item in bed_bath_table. Photos=1; weight_g=888.0.,66.95,11,11
10923,ShopX fashion_bags_accessories Product 10923,ShopX catalog item in fashion_bags_accessories. Photos=1; weight_g=300.0.,254.9,11,32
10924,ShopX bed_bath_table Product 10924,ShopX catalog item in bed_bath_table. Photos=1; weight_g=6350.0.,149.0,11,11
10925,ShopX fashion_underwear_beach Product 10925,ShopX catalog item in fashion_underwear_beach. Photos=3; weight_g=550.0.,152.0,11,37
10926,ShopX health_beauty Product 10926,ShopX catalog item in health_beauty. Photos=2; weight_g=1350.0.,119.9,11,47
10927,ShopX sports_leisure Product 10927,ShopX catalog item in sports_leisure. Photos=2; weight_g=150.0.,31.95,11,69
10928,ShopX computers_accessories Product 10928,ShopX catalog item in computers_accessories. Photos=1; weight_g=500.0.,199.0,11,19
10929,ShopX air_conditioning Product 10929,ShopX catalog item in air_conditioning. Photos=1; weight_g=3450.0.,161.99,11,5
10930,ShopX watches_gifts Product 10930,ShopX catalog item in watches_gifts. Photos=2; weight_g=275.0.,116.49,11,74
10931,ShopX baby Product 10931,ShopX catalog item in baby. Photos=1; weight_g=450.0.,42.5,11,10
10932,ShopX telephony Product 10932,ShopX catalog item in telephony. Photos=1; weight_g=100.0.,12.97,13,72
10933,ShopX telephony Product 10933,ShopX catalog item in telephony. Photos=2; weight_g=150.0.,29.99,11,72
10934,ShopX health_beauty Product 10934,ShopX catalog item in health_beauty. Photos=1; weight_g=1000.0.,445.0,11,47
10935,ShopX bed_bath_table Product 10935,ShopX catalog item in bed_bath_table. Photos=4; weight_g=7825.0.,190.06,11,11
10936,ShopX watches_gifts Product 10936,ShopX catalog item in watches_gifts. Photos=2; weight_g=600.0.,1724.99,11,74
10937,ShopX watches_gifts Product 10937,ShopX catalog item in watches_gifts. Photos=2; weight_g=300.0.,130.79,11,74
10938,ShopX computers_accessories Product 10938,ShopX catalog item in computers_accessories. Photos=1; weight_g=927.0.,148.91,11,19
10939,ShopX construction_tools_safety Product 10939,ShopX catalog item in construction_tools_safety. Photos=1; weight_g=1340.0.,521.9,11,23
10940,ShopX bed_bath_table Product 10940,ShopX catalog item in bed_bath_table. Photos=1; weight_g=14900.0.,99.99,11,11
10941,ShopX watches_gifts Product 10941,ShopX catalog item in watches_gifts. Photos=1; weight_g=250.0.,49.0,11,74
10942,ShopX health_beauty Product 10942,ShopX catalog item in health_beauty. Photos=2; weight_g=250.0.,49.99,11,47
10943,ShopX furniture_living_room Product 10943,ShopX catalog item in furniture_living_room. Photos=5; weight_g=9150.0.,215.0,11,44
10944,ShopX computers_accessories Product 10944,ShopX catalog item in computers_accessories. Photos=2; weight_g=200.0.,31.9,19,19
10945,ShopX watches_gifts Product 10945,ShopX catalog item in watches_gifts. Photos=1; weight_g=550.0.,798.9,11,74
10946,ShopX home_appliances Product 10946,ShopX catalog item in home_appliances. Photos=3; weight_g=200.0.,45.0,11,48
10947,ShopX pet_shop Product 10947,ShopX catalog item in pet_shop. Photos=2; weight_g=8750.0.,29.9,12,64
10948,ShopX Other Product 10948,ShopX catalog item in Other. Photos=0; weight_g=1500.0.,59.9,11,1
10949,ShopX furniture_living_room Product 10949,ShopX catalog item in furniture_living_room. Photos=1; weight_g=7875.0.,49.99,11,44
10950,ShopX watches_gifts Product 10950,ShopX catalog item in watches_gifts. Photos=3; weight_g=200.0.,152.15,11,74
10951,ShopX fashion_underwear_beach Product 10951,ShopX catalog item in fashion_underwear_beach. Photos=3; weight_g=350.0.,155.0,11,37
10952,ShopX telephony Product 10952,ShopX catalog item in telephony. Photos=4; weight_g=100.0.,18.9,11,72
10953,ShopX sports_leisure Product 10953,ShopX catalog item in sports_leisure. Photos=6; weight_g=600.0.,85.9,11,69
10954,ShopX housewares Product 10954,ShopX catalog item in housewares. Photos=3; weight_g=2200.0.,84.99,19,53
10955,ShopX fashion_male_clothing Product 10955,ShopX catalog item in fashion_male_clothing. Photos=2; weight_g=250.0.,40.9,11,34
10956,ShopX audio Product 10956,ShopX catalog item in audio. Photos=2; weight_g=100.0.,34.99,11,8
10957,ShopX telephony Product 10957,ShopX catalog item in telephony. Photos=1; weight_g=150.0.,21.99,11,72
10958,ShopX furniture_decor Product 10958,ShopX catalog item in furniture_decor. Photos=4; weight_g=700.0.,99.99,11,43
10959,ShopX fashion_bags_accessories Product 10959,ShopX catalog item in fashion_bags_accessories. Photos=1; weight_g=100.0.,30.0,11,32
10960,ShopX pet_shop Product 10960,ShopX catalog item in pet_shop. Photos=2; weight_g=200.0.,171.0,11,64
10961,ShopX auto Product 10961,ShopX catalog item in auto. Photos=5; weight_g=4600.0.,48.9,11,9
10962,ShopX health_beauty Product 10962,ShopX catalog item in health_beauty. Photos=3; weight_g=1600.0.,144.99,11,47
10963,ShopX garden_tools Product 10963,ShopX catalog item in garden_tools. Photos=1; weight_g=475.0.,34.5,11,46
10964,ShopX computers_accessories Product 10964,ShopX catalog item in computers_accessories. Photos=1; weight_g=922.0.,137.9,31,19
10965,ShopX Other Product 10965,ShopX catalog item in Other. Photos=0; weight_g=550.0.,24.99,11,1
10966,ShopX electronics Product 10966,ShopX catalog item in electronics. Photos=1; weight_g=150.0.,18.9,19,30
10967,ShopX bed_bath_table Product 10967,ShopX catalog item in bed_bath_table. Photos=1; weight_g=483.0.,19.99,11,11
10968,ShopX telephony Product 10968,ShopX catalog item in telephony. Photos=4; weight_g=300.0.,24.99,11,72
10969,ShopX electronics Product 10969,ShopX catalog item in electronics. Photos=1; weight_g=200.0.,16.9,11,30
10970,ShopX bed_bath_table Product 10970,ShopX catalog item in bed_bath_table. Photos=1; weight_g=1600.0.,110.0,11,11
10971,ShopX toys Product 10971,ShopX catalog item in toys. Photos=2; weight_g=750.0.,109.9,11,73
10972,ShopX food Product 10972,ShopX catalog item in food. Photos=1; weight_g=1213.0.,95.0,11,40
10973,ShopX auto Product 10973,ShopX catalog item in auto. Photos=6; weight_g=2200.0.,149.0,11,9
10974,ShopX computers_accessories Product 10974,ShopX catalog item in computers_accessories. Photos=8; weight_g=3765.0.,958.99,11,19
10975,ShopX cool_stuff Product 10975,ShopX catalog item in cool_stuff. Photos=4; weight_g=1900.0.,79.99,11,24
10976,ShopX perfumery Product 10976,ShopX catalog item in perfumery. Photos=3; weight_g=250.0.,64.0,11,63
10977,ShopX furniture_decor Product 10977,ShopX catalog item in furniture_decor. Photos=1; weight_g=4000.0.,104.9,11,43
10978,ShopX sports_leisure Product 10978,ShopX catalog item in sports_leisure. Photos=1; weight_g=175.0.,29.33,11,69
10979,ShopX housewares Product 10979,ShopX catalog item in housewares. Photos=2; weight_g=2650.0.,97.0,11,53
10980,ShopX garden_tools Product 10980,ShopX catalog item in garden_tools. Photos=1; weight_g=900.0.,29.9,11,46
10981,ShopX air_conditioning Product 10981,ShopX catalog item in air_conditioning. Photos=2; weight_g=12200.0.,252.0,11,5
10982,ShopX garden_tools Product 10982,ShopX catalog item in garden_tools. Photos=1; weight_g=2400.0.,159.9,11,46
10983,ShopX computers_accessories Product 10983,ShopX catalog item in computers_accessories. Photos=1; weight_g=150.0.,22.49,11,19
10984,ShopX housewares Product 10984,ShopX catalog item in housewares. Photos=1; weight_g=1300.0.,34.5,11,53
10985,ShopX baby Product 10985,ShopX catalog item in baby. Photos=1; weight_g=300.0.,18.15,11,10
10986,ShopX watches_gifts Product 10986,ShopX catalog item in watches_gifts. Photos=6; weight_g=600.0.,679.0,11,74
10987,ShopX bed_bath_table Product 10987,ShopX catalog item in bed_bath_table. Photos=1; weight_g=1350.0.,94.5,12,11
10988,ShopX stationery Product 10988,ShopX catalog item in stationery. Photos=6; weight_g=1225.0.,106.8,11,70
10989,ShopX auto Product 10989,ShopX catalog item in auto. Photos=1; weight_g=1650.0.,1499.99,11,9
10990,ShopX food Product 10990,ShopX catalog item in food. Photos=6; weight_g=200.0.,79.9,11,40
10991,ShopX furniture_living_room Product 10991,ShopX catalog item in furniture_living_room. Photos=1; weight_g=5050.0.,199.9,11,44
10992,ShopX telephony Product 10992,ShopX catalog item in telephony. Photos=1; weight_g=100.0.,19.9,11,72
10993,ShopX baby Product 10993,ShopX catalog item in baby. Photos=4; weight_g=3350.0.,295.0,12,10
10994,ShopX health_beauty Product 10994,ShopX catalog item in health_beauty. Photos=1; weight_g=100.0.,110.32,11,47
10995,ShopX consoles_games Product 10995,ShopX catalog item in consoles_games. Photos=1; weight_g=550.0.,69.9,11,20
10996,ShopX bed_bath_table Product 10996,ShopX catalog item in bed_bath_table. Photos=6; weight_g=833.0.,75.9,11,11
10997,ShopX pet_shop Product 10997,ShopX catalog item in pet_shop. Photos=1; weight_g=450.0.,113.9,11,64
10998,ShopX toys Product 10998,ShopX catalog item in toys. Photos=1; weight_g=1283.0.,109.8,11,73
10999,ShopX health_beauty Product 10999,ShopX catalog item in health_beauty. Photos=1; weight_g=717.0.,48.49,11,47
11000,ShopX home_appliances_2 Product 11000,ShopX catalog item in home_appliances_2. Photos=1; weight_g=13850.0.,209.99,11,49
11001,ShopX books_general_interest Product 11001,ShopX catalog item in books_general_interest. Photos=2; weight_g=300.0.,18.0,11,12
11002,ShopX housewares Product 11002,ShopX catalog item in housewares. Photos=1; weight_g=700.0.,69.9,11,53
11003,ShopX perfumery Product 11003,ShopX catalog item in perfumery. Photos=1; weight_g=525.0.,369.9,11,63
11004,ShopX electronics Product 11004,ShopX catalog item in electronics. Photos=2; weight_g=2150.0.,141.0,11,30
11005,ShopX toys Product 11005,ShopX catalog item in toys. Photos=1; weight_g=1600.0.,499.9,11,73
11006,ShopX Other Product 11006,ShopX catalog item in Other. Photos=0; weight_g=700.0.,41.99,11,1
11007,ShopX computers_accessories Product 11007,ShopX catalog item in computers_accessories. Photos=2; weight_g=200.0.,39.9,11,19
11008,ShopX sports_leisure Product 11008,ShopX catalog item in sports_leisure. Photos=1; weight_g=7150.0.,67.9,11,69
11009,ShopX cool_stuff Product 11009,ShopX catalog item in cool_stuff. Photos=1; weight_g=2500.0.,249.0,11,24
11010,ShopX pet_shop Product 11010,ShopX catalog item in pet_shop. Photos=17; weight_g=1150.0.,71.6,11,64
11011,ShopX telephony Product 11011,ShopX catalog item in telephony. Photos=6; weight_g=283.0.,122.0,11,72
11012,ShopX watches_gifts Product 11012,ShopX catalog item in watches_gifts. Photos=2; weight_g=350.0.,189.0,11,74
11013,ShopX garden_tools Product 11013,ShopX catalog item in garden_tools. Photos=1; weight_g=200.0.,10.99,11,46
11014,ShopX telephony Product 11014,ShopX catalog item in telephony. Photos=4; weight_g=250.0.,27.99,11,72
11015,ShopX auto Product 11015,ShopX catalog item in auto. Photos=2; weight_g=300.0.,64.5,11,9
11016,ShopX health_beauty Product 11016,ShopX catalog item in health_beauty. Photos=2; weight_g=900.0.,156.0,11,47
11017,ShopX cool_stuff Product 11017,ShopX catalog item in cool_stuff. Photos=1; weight_g=600.0.,99.0,11,24
11018,ShopX toys Product 11018,ShopX catalog item in toys. Photos=1; weight_g=350.0.,39.99,11,73
11019,ShopX bed_bath_table Product 11019,ShopX catalog item in bed_bath_table. Photos=1; weight_g=650.0.,53.2,12,11
11020,ShopX housewares Product 11020,ShopX catalog item in housewares. Photos=3; weight_g=750.0.,32.9,12,53
11021,ShopX housewares Product 11021,ShopX catalog item in housewares. Photos=7; weight_g=6125.0.,137.0,11,53
11022,ShopX toys Product 11022,ShopX catalog item in toys. Photos=1; weight_g=167.0.,50.0,11,73
11023,ShopX auto Product 11023,ShopX catalog item in auto. Photos=1; weight_g=9650.0.,122.5,11,9
11024,ShopX musical_instruments Product 11024,ShopX catalog item in musical_instruments. Photos=1; weight_g=13900.0.,149.0,11,60
11025,ShopX garden_tools Product 11025,ShopX catalog item in garden_tools. Photos=1; weight_g=9000.0.,99.0,33,46
11026,ShopX stationery Product 11026,ShopX catalog item in stationery. Photos=1; weight_g=825.0.,49.9,11,70
11027,ShopX perfumery Product 11027,ShopX catalog item in perfumery. Photos=1; weight_g=250.0.,59.9,11,63
11028,ShopX health_beauty Product 11028,ShopX catalog item in health_beauty. Photos=1; weight_g=550.0.,28.9,11,47
11029,ShopX sports_leisure Product 11029,ShopX catalog item in sports_leisure. Photos=2; weight_g=600.0.,44.99,11,69
11030,ShopX pet_shop Product 11030,ShopX catalog item in pet_shop. Photos=1; weight_g=1500.0.,36.8,11,64
11031,ShopX perfumery Product 11031,ShopX catalog item in perfumery. Photos=1; weight_g=350.0.,44.9,11,63
11032,ShopX toys Product 11032,ShopX catalog item in toys. Photos=5; weight_g=350.0.,79.9,11,73
11033,ShopX Other Product 11033,ShopX catalog item in Other. Photos=0; weight_g=200.0.,39.9,13,1
11034,ShopX furniture_decor Product 11034,ShopX catalog item in furniture_decor. Photos=1; weight_g=400.0.,19.9,11,43
11035,ShopX baby Product 11035,ShopX catalog item in baby. Photos=1; weight_g=200.0.,11.9,11,10
11036,ShopX construction_tools_safety Product 11036,ShopX catalog item in construction_tools_safety. Photos=3; weight_g=200.0.,189.96,11,23
11037,ShopX musical_instruments Product 11037,ShopX catalog item in musical_instruments. Photos=4; weight_g=650.0.,62.9,11,60
11038,ShopX bed_bath_table Product 11038,ShopX catalog item in bed_bath_table. Photos=2; weight_g=2150.0.,59.9,11,11
11039,ShopX baby Product 11039,ShopX catalog item in baby. Photos=3; weight_g=550.0.,79.9,11,10
11040,ShopX Portateis Cozinha E Preparadores De Alimentos Product 11040,ShopX catalog item in Portateis Cozinha E Preparadores De Alimentos. Photos=1; weight_g=1200.0.,20.09,11,3
11041,ShopX home_appliances_2 Product 11041,ShopX catalog item in home_appliances_2. Photos=1; weight_g=2750.0.,159.9,12,49
11042,ShopX fashion_bags_accessories Product 11042,ShopX catalog item in fashion_bags_accessories. Photos=1; weight_g=100.0.,60.0,11,32
11043,ShopX cool_stuff Product 11043,ShopX catalog item in cool_stuff. Photos=1; weight_g=2350.0.,166.99,21,24
11044,ShopX fixed_telephony Product 11044,ShopX catalog item in fixed_telephony. Photos=3; weight_g=300.0.,29.9,11,38
11045,ShopX telephony Product 11045,ShopX catalog item in telephony. Photos=5; weight_g=150.0.,25.99,11,72
11046,ShopX computers_accessories Product 11046,ShopX catalog item in computers_accessories. Photos=1; weight_g=1000.0.,38.9,11,19
11047,ShopX bed_bath_table Product 11047,ShopX catalog item in bed_bath_table. Photos=1; weight_g=1650.0.,72.9,11,11
11048,ShopX housewares Product 11048,ShopX catalog item in housewares. Photos=4; weight_g=18150.0.,119.0,11,53
11049,ShopX auto Product 11049,ShopX catalog item in auto. Photos=6; weight_g=4950.0.,429.9,11,9
11050,ShopX housewares Product 11050,ShopX catalog item in housewares. Photos=5; weight_g=400.0.,59.0,11,53
11051,ShopX auto Product 11051,ShopX catalog item in auto. Photos=4; weight_g=1050.0.,79.0,11,9
11052,ShopX cool_stuff Product 11052,ShopX catalog item in cool_stuff. Photos=4; weight_g=200.0.,80.0,11,24
11053,ShopX garden_tools Product 11053,ShopX catalog item in garden_tools. Photos=1; weight_g=150.0.,18.51,11,46
11054,ShopX auto Product 11054,ShopX catalog item in auto. Photos=1; weight_g=5417.0.,139.0,17,9
11055,ShopX auto Product 11055,ShopX catalog item in auto. Photos=4; weight_g=200.0.,58.5,11,9
11056,ShopX health_beauty Product 11056,ShopX catalog item in health_beauty. Photos=1; weight_g=3000.0.,199.0,11,47
11057,ShopX telephony Product 11057,ShopX catalog item in telephony. Photos=1; weight_g=150.0.,22.99,11,72
11058,ShopX sports_leisure Product 11058,ShopX catalog item in sports_leisure. Photos=1; weight_g=300.0.,24.99,11,69
11059,ShopX sports_leisure Product 11059,ShopX catalog item in sports_leisure. Photos=1; weight_g=2400.0.,85.0,11,69
11060,ShopX furniture_decor Product 11060,ShopX catalog item in furniture_decor. Photos=4; weight_g=500.0.,11.99,11,43
11061,ShopX furniture_decor Product 11061,ShopX catalog item in furniture_decor. Photos=1; weight_g=8200.0.,145.6,11,43
11062,ShopX bed_bath_table Product 11062,ShopX catalog item in bed_bath_table. Photos=1; weight_g=1500.0.,74.0,11,11
11063,ShopX toys Product 11063,ShopX catalog item in toys. Photos=2; weight_g=300.0.,19.99,11,73
11064,ShopX housewares Product 11064,ShopX catalog item in housewares. Photos=4; weight_g=11250.0.,224.9,11,53
11065,ShopX computers_accessories Product 11065,ShopX catalog item in computers_accessories. Photos=5; weight_g=1650.0.,139.99,11,19
11066,ShopX toys Product 11066,ShopX catalog item in toys. Photos=5; weight_g=475.0.,29.45,11,73
11067,ShopX musical_instruments Product 11067,ShopX catalog item in musical_instruments. Photos=5; weight_g=800.0.,27.9,11,60
11068,ShopX furniture_decor Product 11068,ShopX catalog item in furniture_decor. Photos=1; weight_g=8100.0.,39.99,11,43
11069,ShopX fashion_shoes Product 11069,ShopX catalog item in fashion_shoes. Photos=4; weight_g=800.0.,79.9,11,35
11070,ShopX toys Product 11070,ShopX catalog item in toys. Photos=1; weight_g=300.0.,108.9,11,73
11071,ShopX watches_gifts Product 11071,ShopX catalog item in watches_gifts. Photos=8; weight_g=250.0.,58.0,12,74
11072,ShopX baby Product 11072,ShopX catalog item in baby. Photos=1; weight_g=150.0.,15.0,11,10
11073,ShopX telephony Product 11073,ShopX catalog item in telephony. Photos=6; weight_g=250.0.,27.99,11,72
11074,ShopX auto Product 11074,ShopX catalog item in auto. Photos=1; weight_g=150.0.,15.0,11,9
11075,ShopX housewares Product 11075,ShopX catalog item in housewares. Photos=5; weight_g=7800.0.,62.45,11,53
11076,ShopX computers_accessories Product 11076,ShopX catalog item in computers_accessories. Photos=1; weight_g=100.0.,43.5,12,19
11077,ShopX toys Product 11077,ShopX catalog item in toys. Photos=1; weight_g=4850.0.,139.9,11,73
11078,ShopX stationery Product 11078,ShopX catalog item in stationery. Photos=2; weight_g=1100.0.,59.9,11,70
11079,ShopX sports_leisure Product 11079,ShopX catalog item in sports_leisure. Photos=1; weight_g=200.0.,29.9,11,69
11080,ShopX health_beauty Product 11080,ShopX catalog item in health_beauty. Photos=1; weight_g=2000.0.,58.0,11,47
11081,ShopX baby Product 11081,ShopX catalog item in baby. Photos=1; weight_g=329.0.,74.99,11,10
11082,ShopX bed_bath_table Product 11082,ShopX catalog item in bed_bath_table. Photos=2; weight_g=850.0.,44.99,11,11
11083,ShopX construction_tools_construction Product 11083,ShopX catalog item in construction_tools_construction. Photos=6; weight_g=4950.0.,169.0,11,21
11084,ShopX bed_bath_table Product 11084,ShopX catalog item in bed_bath_table. Photos=1; weight_g=500.0.,30.0,11,11
11085,ShopX toys Product 11085,ShopX catalog item in toys. Photos=1; weight_g=733.0.,113.0,11,73
11086,ShopX bed_bath_table Product 11086,ShopX catalog item in bed_bath_table. Photos=1; weight_g=350.0.,149.0,11,11
11087,ShopX furniture_decor Product 11087,ShopX catalog item in furniture_decor. Photos=1; weight_g=26800.0.,129.7,11,43
11088,ShopX watches_gifts Product 11088,ShopX catalog item in watches_gifts. Photos=1; weight_g=300.0.,149.0,11,74
11089,ShopX furniture_decor Product 11089,ShopX catalog item in furniture_decor. Photos=1; weight_g=500.0.,100.0,11,43
11090,ShopX sports_leisure Product 11090,ShopX catalog item in sports_leisure. Photos=1; weight_g=145.0.,94.9,11,69
11091,ShopX industry_commerce_and_business Product 11091,ShopX catalog item in industry_commerce_and_business. Photos=1; weight_g=950.0.,117.0,11,54
11092,ShopX small_appliances Product 11092,ShopX catalog item in small_appliances. Photos=1; weight_g=4700.0.,450.0,11,67
11093,ShopX computers_accessories Product 11093,ShopX catalog item in computers_accessories. Photos=1; weight_g=400.0.,59.99,11,19
11094,ShopX construction_tools_construction Product 11094,ShopX catalog item in construction_tools_construction. Photos=1; weight_g=4650.0.,168.1,11,21
11095,ShopX health_beauty Product 11095,ShopX catalog item in health_beauty. Photos=1; weight_g=1613.0.,65.89,11,47
11096,ShopX furniture_decor Product 11096,ShopX catalog item in furniture_decor. Photos=3; weight_g=2400.0.,124.9,11,43
11097,ShopX auto Product 11097,ShopX catalog item in auto. Photos=5; weight_g=7925.0.,58.9,11,9
11098,ShopX auto Product 11098,ShopX catalog item in auto. Photos=1; weight_g=1233.0.,42.5,11,9
11099,ShopX cool_stuff Product 11099,ShopX catalog item in cool_stuff. Photos=1; weight_g=2000.0.,149.9,11,24
11100,ShopX auto Product 11100,ShopX catalog item in auto. Photos=2; weight_g=100.0.,16.9,11,9
11101,ShopX home_construction Product 11101,ShopX catalog item in home_construction. Photos=2; weight_g=1000.0.,101.9,11,52
11102,ShopX bed_bath_table Product 11102,ShopX catalog item in bed_bath_table. Photos=1; weight_g=850.0.,75.0,11,11
11103,ShopX telephony Product 11103,ShopX catalog item in telephony. Photos=1; weight_g=175.0.,18.99,11,72
11104,ShopX fashion_bags_accessories Product 11104,ShopX catalog item in fashion_bags_accessories. Photos=1; weight_g=150.0.,86.0,11,32
11105,ShopX stationery Product 11105,ShopX catalog item in stationery. Photos=1; weight_g=100.0.,59.0,11,70
11106,ShopX health_beauty Product 11106,ShopX catalog item in health_beauty. Photos=1; weight_g=2338.0.,31.99,12,47
11107,ShopX telephony Product 11107,ShopX catalog item in telephony. Photos=1; weight_g=225.0.,34.9,11,72
11108,ShopX home_appliances Product 11108,ShopX catalog item in home_appliances. Photos=1; weight_g=150.0.,184.65,11,48
11109,ShopX toys Product 11109,ShopX catalog item in toys. Photos=1; weight_g=800.0.,38.9,11,73
11110,ShopX perfumery Product 11110,ShopX catalog item in perfumery. Photos=1; weight_g=250.0.,59.9,11,63
11111,ShopX furniture_decor Product 11111,ShopX catalog item in furniture_decor. Photos=3; weight_g=2800.0.,129.9,11,43
11112,ShopX telephony Product 11112,ShopX catalog item in telephony. Photos=3; weight_g=100.0.,16.9,11,72
11113,ShopX telephony Product 11113,ShopX catalog item in telephony. Photos=3; weight_g=100.0.,19.9,11,72
11114,ShopX Other Product 11114,ShopX catalog item in Other. Photos=0; weight_g=6050.0.,222.3,11,1
11115,ShopX furniture_decor Product 11115,ShopX catalog item in furniture_decor. Photos=11; weight_g=1050.0.,69.88,12,43
11116,ShopX computers_accessories Product 11116,ShopX catalog item in computers_accessories. Photos=1; weight_g=600.0.,169.99,11,19
11117,ShopX furniture_decor Product 11117,ShopX catalog item in furniture_decor. Photos=1; weight_g=950.0.,98.9,12,43
11118,ShopX consoles_games Product 11118,ShopX catalog item in consoles_games. Photos=4; weight_g=900.0.,118.99,11,20
11119,ShopX arts_and_craftmanship Product 11119,ShopX catalog item in arts_and_craftmanship. Photos=3; weight_g=200.0.,11.9,11,7
11120,ShopX furniture_decor Product 11120,ShopX catalog item in furniture_decor. Photos=3; weight_g=1950.0.,95.9,13,43
11121,ShopX home_construction Product 11121,ShopX catalog item in home_construction. Photos=1; weight_g=738.0.,98.69,11,52
11122,ShopX furniture_living_room Product 11122,ShopX catalog item in furniture_living_room. Photos=5; weight_g=1500.0.,56.9,11,44
11123,ShopX office_furniture Product 11123,ShopX catalog item in office_furniture. Photos=1; weight_g=9675.0.,116.94,11,61
11124,ShopX furniture_decor Product 11124,ShopX catalog item in furniture_decor. Photos=7; weight_g=1200.0.,145.0,11,43
11125,ShopX telephony Product 11125,ShopX catalog item in telephony. Photos=3; weight_g=150.0.,39.99,15,72
11126,ShopX health_beauty Product 11126,ShopX catalog item in health_beauty. Photos=5; weight_g=950.0.,797.0,11,47
11127,ShopX bed_bath_table Product 11127,ShopX catalog item in bed_bath_table. Photos=8; weight_g=27050.0.,1244.0,11,11
11128,ShopX market_place Product 11128,ShopX catalog item in market_place. Photos=2; weight_g=200.0.,19.0,11,58
11129,ShopX furniture_decor Product 11129,ShopX catalog item in furniture_decor. Photos=2; weight_g=9900.0.,199.88,11,43
11130,ShopX stationery Product 11130,ShopX catalog item in stationery. Photos=2; weight_g=450.0.,39.9,11,70
11131,ShopX computers_accessories Product 11131,ShopX catalog item in computers_accessories. Photos=3; weight_g=250.0.,39.0,11,19
11132,ShopX sports_leisure Product 11132,ShopX catalog item in sports_leisure. Photos=1; weight_g=867.0.,66.0,11,69
11133,ShopX sports_leisure Product 11133,ShopX catalog item in sports_leisure. Photos=1; weight_g=1350.0.,159.9,11,69
11134,ShopX small_appliances_home_oven_and_coffee Product 11134,ShopX catalog item in small_appliances_home_oven_and_coffee. Photos=4; weight_g=2000.0.,220.0,11,68
11135,ShopX sports_leisure Product 11135,ShopX catalog item in sports_leisure. Photos=1; weight_g=150.0.,28.9,11,69
11136,ShopX housewares Product 11136,ShopX catalog item in housewares. Photos=1; weight_g=700.0.,7.0,11,53
11137,ShopX furniture_decor Product 11137,ShopX catalog item in furniture_decor. Photos=6; weight_g=1100.0.,59.9,11,43
11138,ShopX health_beauty Product 11138,ShopX catalog item in health_beauty. Photos=3; weight_g=850.0.,63.8,11,47
11139,ShopX stationery Product 11139,ShopX catalog item in stationery. Photos=3; weight_g=1300.0.,73.9,11,70
11140,ShopX bed_bath_table Product 11140,ShopX catalog item in bed_bath_table. Photos=1; weight_g=500.0.,34.9,11,11
11141,ShopX bed_bath_table Product 11141,ShopX catalog item in bed_bath_table. Photos=1; weight_g=683.0.,114.9,11,11
11142,ShopX health_beauty Product 11142,ShopX catalog item in health_beauty. Photos=2; weight_g=650.0.,217.35,11,47
11143,ShopX perfumery Product 11143,ShopX catalog item in perfumery. Photos=4; weight_g=200.0.,23.9,11,63
11144,ShopX bed_bath_table Product 11144,ShopX catalog item in bed_bath_table. Photos=1; weight_g=1825.0.,87.9,11,11
11145,ShopX furniture_decor Product 11145,ShopX catalog item in furniture_decor. Photos=3; weight_g=3800.0.,169.0,11,43
11146,ShopX sports_leisure Product 11146,ShopX catalog item in sports_leisure. Photos=2; weight_g=4450.0.,599.0,11,69
11147,ShopX pet_shop Product 11147,ShopX catalog item in pet_shop. Photos=6; weight_g=2350.0.,199.0,11,64
11148,ShopX housewares Product 11148,ShopX catalog item in housewares. Photos=4; weight_g=800.0.,52.9,11,53
11149,ShopX toys Product 11149,ShopX catalog item in toys. Photos=2; weight_g=900.0.,279.9,11,73
11150,ShopX bed_bath_table Product 11150,ShopX catalog item in bed_bath_table. Photos=1; weight_g=600.0.,53.0,11,11
11151,ShopX computers_accessories Product 11151,ShopX catalog item in computers_accessories. Photos=1; weight_g=150.0.,18.91,11,19
11152,ShopX watches_gifts Product 11152,ShopX catalog item in watches_gifts. Photos=2; weight_g=300.0.,238.9,11,74
