id,customer_id,status,total_amount
17443,97313,CONFIRMED,238.02
17444,86571,DELIVERED,122.17
17445,58686,DELIVERED,32.82
17446,46456,DELIVERED,178.53
17447,36981,DELIVERED,228.79
17448,15000,DELIVERED,45.61
17449,72750,DELIVERED,60.72
17450,18545,DELIVERED,314.34
17451,15831,DELIVERED,46.26
17452,91114,DELIVERED,90.24
17453,13091,DELIVERED,218.37
17454,73759,DELIVERED,51.1
17455,79932,DELIVERED,50.86
17456,87495,DELIVERED,203.67
17457,13081,DELIVERED,271.29
17458,88992,DELIVERED,115.12
17459,7280,DELIVERED,2784.16
17460,21197,DELIVERED,214.97
17461,87308,DELIVERED,171.84
17462,75888,DELIVERED,37.77
17463,79962,DELIVERED,353.07
17464,1713,DELIVERED,87.64
17465,26519,DELIVERED,169.87
17466,21785,DELIVERED,64.0
17467,6881,DELIVERED,146.02
17468,57095,DELIVERED,774.03
17469,66845,DELIVERED,107.19
17470,85076,DELIVERED,60.38
17471,488,DELIVERED,28.75
17472,62021,DELIVERED,85.62
17473,49351,DELIVERED,125.44
17474,10838,DELIVERED,207.73
17475,62477,DELIVERED,210.56
17476,42985,SHIPPED,47.53
17477,40383,DELIVERED,27.38
17478,26708,SHIPPED,146.38
17479,27204,DELIVERED,113.43
17480,22371,DELIVERED,107.1
17481,89948,PENDING,216.06
17482,61077,DELIVERED,1898.61
17483,52935,DELIVERED,109.59
17484,44612,DELIVERED,203.98
17485,70008,DELIVERED,283.99
17486,39883,DELIVERED,212.12
17487,62758,DELIVERED,387.67
17488,10981,DELIVERED,620.82
17489,25995,DELIVERED,51.74
17490,6601,DELIVERED,560.77
17491,34855,DELIVERED,83.56
17492,13573,DELIVERED,36.78
17493,57509,DELIVERED,99.56
17494,54502,DELIVERED,700.89
17495,78678,DELIVERED,57.53
17496,7811,DELIVERED,46.85
17497,63183,DELIVERED,106.63
17498,53996,DELIVERED,43.79
17499,70888,DELIVERED,43.95
17500,36745,DELIVERED,264.16
17501,16855,DELIVERED,198.94
17502,21247,DELIVERED,33.7
17503,67127,DELIVERED,43.0
17504,13213,DELIVERED,246.23
17505,88125,DELIVERED,137.58
17506,88494,DELIVERED,73.34
17507,66796,DELIVERED,65.08
17508,26602,DELIVERED,114.33
17509,55005,DELIVERED,185.94
17510,23164,DELIVERED,107.08
17511,71656,DELIVERED,61.59
17512,86766,DELIVERED,127.04
17513,21178,DELIVERED,192.61
17514,6671,DELIVERED,82.9
17515,61916,DELIVERED,135.22
17516,51758,DELIVERED,81.72
17517,34074,DELIVERED,192.66
17518,61861,DELIVERED,87.08
17519,90649,DELIVERED,80.61
17520,24875,DELIVERED,35.0
17521,7991,CANCELLED,69.67
17522,55598,DELIVERED,1119.77
17523,28068,DELIVERED,63.27
17524,38802,DELIVERED,83.41
17525,3483,DELIVERED,215.56
17526,30714,DELIVERED,108.3
17527,2419,DELIVERED,23.42
17528,74666,DELIVERED,222.77
17529,72578,DELIVERED,712.9
17530,52700,DELIVERED,42.27
17531,28934,DELIVERED,153.5
17532,11290,DELIVERED,18.38
17533,54294,DELIVERED,54.44
17534,93953,DELIVERED,35.01
17535,35724,DELIVERED,70.22
17536,25419,DELIVERED,86.36
17537,58191,DELIVERED,138.22
17538,11902,DELIVERED,102.84
17539,20665,DELIVERED,167.2
17540,92606,DELIVERED,442.75
17541,81708,DELIVERED,224.01
17542,81236,DELIVERED,131.94
17543,9663,DELIVERED,89.88
17544,60121,DELIVERED,17.39
17545,74189,DELIVERED,63.02
17546,31283,DELIVERED,117.93
17547,48459,DELIVERED,34.72
17548,61091,DELIVERED,59.09
17549,86645,DELIVERED,453.88
17550,82562,DELIVERED,317.8
17551,64116,DELIVERED,207.4
17552,5878,DELIVERED,114.79
17553,83021,DELIVERED,153.42
17554,97259,DELIVERED,107.69
17555,76405,DELIVERED,31.77
17556,20150,CONFIRMED,172.62
17557,63473,DELIVERED,62.28
17558,16123,DELIVERED,209.01
17559,48077,DELIVERED,53.31
17560,45545,DELIVERED,48.62
17561,36022,DELIVERED,160.37
17562,47034,DELIVERED,80.88
17563,27046,DELIVERED,1011.31
17564,34273,DELIVERED,42.68
17565,74017,DELIVERED,467.08
17566,84761,DELIVERED,56.69
17567,42104,DELIVERED,368.11
17568,24268,DELIVERED,35.19
17569,25091,DELIVERED,54.1
17570,23937,DELIVERED,545.08
17571,84028,DELIVERED,91.28
17572,50369,DELIVERED,51.09
17573,5519,DELIVERED,44.62
17574,70354,DELIVERED,130.53
17575,69909,DELIVERED,115.4
17576,42676,DELIVERED,117.58
17577,13909,DELIVERED,208.76
17578,65906,DELIVERED,83.05
17579,47873,DELIVERED,77.57
17580,1668,DELIVERED,54.1
17581,26731,DELIVERED,87.51
17582,37514,DELIVERED,228.28
17583,45263,DELIVERED,30.95
17584,65854,DELIVERED,79.34
17585,91095,DELIVERED,110.0
17586,62432,DELIVERED,322.56
17587,83119,DELIVERED,195.0
17588,97410,DELIVERED,675.09
17589,59146,DELIVERED,58.62
17590,55860,DELIVERED,82.33
17591,16964,DELIVERED,307.31
17592,40192,DELIVERED,66.06
17593,16086,DELIVERED,151.77
17594,37912,DELIVERED,206.69
17595,74401,DELIVERED,168.32
17596,23510,DELIVERED,60.32
17597,44572,DELIVERED,126.9
17598,6534,DELIVERED,75.08
17599,10903,DELIVERED,35.0
17600,55120,DELIVERED,126.03
17601,94896,DELIVERED,251.4
17602,77845,DELIVERED,171.83
17603,87848,DELIVERED,27.24
17604,23908,DELIVERED,179.84
17605,10982,DELIVERED,35.77
17606,36233,DELIVERED,56.97
17607,128,DELIVERED,122.02
17608,18598,DELIVERED,137.06
17609,31839,DELIVERED,313.68
17610,83833,DELIVERED,438.19
17611,90593,DELIVERED,231.62
17612,48680,DELIVERED,105.15
17613,55923,DELIVERED,60.42
17614,20859,DELIVERED,59.08
17615,57241,DELIVERED,562.52
17616,39292,DELIVERED,124.55
17617,74476,DELIVERED,133.82
17618,84958,DELIVERED,105.38
17619,33075,DELIVERED,147.73
17620,25297,DELIVERED,644.15
17621,9623,DELIVERED,115.81
17622,55424,DELIVERED,52.67
17623,26310,DELIVERED,61.11
17624,93157,DELIVERED,164.64
17625,88939,DELIVERED,194.0
17626,75751,DELIVERED,164.34
17627,49598,DELIVERED,116.79
17628,98522,DELIVERED,108.26
17629,88050,DELIVERED,42.16
17630,75728,DELIVERED,25.51
17631,82584,DELIVERED,221.35
17632,63916,DELIVERED,49.7
17633,23813,DELIVERED,233.1
17634,94554,DELIVERED,45.7
17635,62859,DELIVERED,97.1
17636,51786,DELIVERED,86.15
17637,7362,DELIVERED,35.0
17638,10450,DELIVERED,133.28
17639,39419,DELIVERED,136.59
17640,35280,DELIVERED,29.95
17641,89812,DELIVERED,75.14
17642,85877,DELIVERED,49.34
17643,9716,DELIVERED,27.75
17644,92849,DELIVERED,83.73
17645,31089,DELIVERED,179.73
17646,11016,DELIVERED,204.07
17647,9050,DELIVERED,225.99
17648,80180,DELIVERED,88.92
17649,10197,DELIVERED,217.02
17650,73446,DELIVERED,112.03
17651,59661,DELIVERED,143.31
17652,50156,DELIVERED,248.96
17653,17148,DELIVERED,67.53
17654,31208,DELIVERED,362.48
17655,74614,DELIVERED,188.37
17656,23946,DELIVERED,117.74
17657,61000,DELIVERED,85.14
17658,5102,DELIVERED,87.9
17659,58727,DELIVERED,105.37
17660,73560,DELIVERED,86.58
17661,13340,DELIVERED,262.76
17662,26725,DELIVERED,28.67
17663,89435,DELIVERED,35.13
17664,55320,DELIVERED,103.08
17665,93948,DELIVERED,95.67
17666,90097,DELIVERED,88.48
17667,60325,DELIVERED,295.21
17668,79828,DELIVERED,69.04
17669,31164,DELIVERED,132.57
17670,36315,DELIVERED,108.27
17671,55800,DELIVERED,36.59
17672,35945,DELIVERED,100.86
17673,71650,DELIVERED,243.45
17674,68078,DELIVERED,624.59
17675,63006,DELIVERED,124.5
17676,54139,DELIVERED,134.8
17677,85092,DELIVERED,109.67
17678,25464,DELIVERED,258.0
17679,45784,DELIVERED,35.26
17680,18083,DELIVERED,54.92
17681,79762,DELIVERED,44.5
17682,47541,DELIVERED,881.38
17683,48936,DELIVERED,81.15
17684,86451,DELIVERED,181.59
17685,95775,DELIVERED,46.0
17686,52774,DELIVERED,400.92
17687,15402,DELIVERED,106.87
17688,19840,DELIVERED,169.87
17689,79257,DELIVERED,52.34
17690,22646,DELIVERED,1210.62
17691,56000,DELIVERED,75.43
17692,30725,DELIVERED,292.26
17693,55082,DELIVERED,92.3
17694,8967,DELIVERED,91.36
17695,3691,DELIVERED,37.59
17696,96575,DELIVERED,106.3
17697,97211,DELIVERED,117.12
17698,52729,DELIVERED,35.0
17699,67744,DELIVERED,55.79
17700,87485,SHIPPED,258.1
17701,85835,DELIVERED,572.87
17702,23755,DELIVERED,468.39
17703,29781,DELIVERED,60.64
17704,65498,DELIVERED,114.13
17705,95586,DELIVERED,46.2
17706,57130,DELIVERED,585.39
17707,23108,DELIVERED,97.43
17708,63003,DELIVERED,83.22
17709,80402,SHIPPED,115.13
17710,6301,DELIVERED,47.43
17711,59136,DELIVERED,39.42
17712,34960,DELIVERED,72.67
17713,26842,DELIVERED,294.75
17714,75822,DELIVERED,75.53
17715,98018,DELIVERED,178.79
17716,30103,DELIVERED,76.86
17717,87675,DELIVERED,158.22
17718,76529,DELIVERED,107.78
17719,93258,DELIVERED,54.1
17720,37017,DELIVERED,317.3
17721,11130,DELIVERED,41.13
17722,11822,DELIVERED,64.6
17723,21677,DELIVERED,86.15
17724,12471,DELIVERED,76.08
17725,97816,DELIVERED,252.97
17726,26862,DELIVERED,27.75
17727,1025,DELIVERED,39.34
17728,36227,DELIVERED,149.64
17729,69701,DELIVERED,77.94
17730,31712,DELIVERED,61.75
17731,53180,DELIVERED,914.11
17732,53975,DELIVERED,192.28
17733,40225,DELIVERED,27.68
17734,45235,DELIVERED,106.21
17735,67993,DELIVERED,86.99
17736,27642,DELIVERED,67.96
17737,59011,DELIVERED,22.79
17738,12256,DELIVERED,74.74
17739,37206,DELIVERED,57.43
17740,28441,DELIVERED,171.16
17741,50788,DELIVERED,29.0
17742,30701,DELIVERED,66.81
17743,63369,DELIVERED,221.53
17744,17583,DELIVERED,67.02
17745,72511,DELIVERED,58.34
17746,65835,DELIVERED,45.09
17747,88597,DELIVERED,131.0
17748,80115,DELIVERED,135.92
17749,51829,DELIVERED,184.83
17750,67242,DELIVERED,225.62
17751,96744,DELIVERED,99.91
17752,71138,DELIVERED,179.45
17753,10297,DELIVERED,56.92
17754,93050,DELIVERED,266.86
17755,15559,DELIVERED,121.62
17756,78813,DELIVERED,53.99
17757,41967,DELIVERED,30.22
17758,57353,DELIVERED,72.27
17759,55895,DELIVERED,149.42
17760,73951,DELIVERED,69.62
17761,16882,DELIVERED,90.76
17762,25593,DELIVERED,491.52
17763,15707,DELIVERED,263.65
17764,53493,DELIVERED,69.12
17765,59120,DELIVERED,59.96
17766,67605,DELIVERED,32.09
17767,4842,DELIVERED,76.76
17768,66210,DELIVERED,79.44
17769,64210,DELIVERED,116.91
17770,77315,DELIVERED,199.4
17771,16043,CANCELLED,0.0
17772,27476,DELIVERED,73.15
17773,15332,DELIVERED,184.55
17774,47664,DELIVERED,291.37
17775,8361,DELIVERED,109.31
17776,44869,DELIVERED,515.28
17777,71822,DELIVERED,87.98
17778,11229,DELIVERED,128.06
17779,98559,DELIVERED,249.99
17780,79179,DELIVERED,113.44
17781,54894,DELIVERED,34.86
17782,43672,DELIVERED,49.1
17783,62840,DELIVERED,137.64
17784,80560,DELIVERED,468.95
17785,28769,DELIVERED,116.3
17786,40760,DELIVERED,293.85
17787,95813,DELIVERED,241.93
17788,50997,DELIVERED,265.92
17789,39544,DELIVERED,88.81
17790,85845,DELIVERED,172.35
17791,66848,DELIVERED,165.94
17792,74361,DELIVERED,106.87
17793,55460,DELIVERED,179.7
17794,66772,DELIVERED,52.59
17795,22017,DELIVERED,144.76
17796,40870,DELIVERED,204.01
17797,29825,DELIVERED,77.68
17798,6219,DELIVERED,85.36
17799,13299,DELIVERED,249.02
17800,87560,DELIVERED,112.62
17801,33457,DELIVERED,407.81
17802,84536,DELIVERED,224.07
17803,31303,DELIVERED,147.15
17804,62941,DELIVERED,156.15
17805,66816,DELIVERED,638.51
17806,34735,DELIVERED,117.6
17807,70781,DELIVERED,30.0
17808,94974,DELIVERED,126.43
17809,70289,DELIVERED,86.15
17810,53715,DELIVERED,143.32
17811,28973,DELIVERED,45.0
17812,93119,DELIVERED,41.01
17813,26248,DELIVERED,125.81
17814,70124,DELIVERED,25.42
17815,93117,DELIVERED,342.88
17816,65635,DELIVERED,52.43
17817,29257,DELIVERED,106.87
17818,75864,DELIVERED,98.62
17819,32950,DELIVERED,37.09
17820,17475,DELIVERED,613.0
17821,91804,DELIVERED,71.0
17822,95476,DELIVERED,138.73
17823,43017,DELIVERED,106.33
17824,85087,DELIVERED,64.41
17825,27960,DELIVERED,308.83
17826,65040,DELIVERED,432.54
17827,61835,DELIVERED,40.13
17828,60775,DELIVERED,54.38
17829,34210,DELIVERED,158.07
17830,51968,DELIVERED,256.15
17831,13228,DELIVERED,273.04
17832,31077,DELIVERED,103.19
17833,89361,DELIVERED,89.66
17834,67130,DELIVERED,40.53
17835,77176,DELIVERED,128.31
17836,50956,DELIVERED,93.09
17837,90956,DELIVERED,343.88
17838,60834,DELIVERED,260.6
17839,3278,DELIVERED,31.13
17840,24399,DELIVERED,44.08
17841,97607,DELIVERED,77.65
17842,25950,DELIVERED,927.79
17843,13916,DELIVERED,379.35
17844,82400,DELIVERED,151.81
17845,13727,DELIVERED,272.67
17846,38009,DELIVERED,184.18
17847,55977,DELIVERED,40.07
17848,19210,DELIVERED,183.93
17849,20390,DELIVERED,38.42
17850,13994,DELIVERED,19.39
17851,59004,CANCELLED,712.71
17852,14847,DELIVERED,265.62
17853,73813,DELIVERED,183.02
17854,6584,DELIVERED,135.51
17855,58875,DELIVERED,285.45
17856,48343,DELIVERED,251.07
17857,88909,DELIVERED,99.65
17858,16055,DELIVERED,115.45
17859,35216,DELIVERED,921.04
17860,52892,DELIVERED,79.52
17861,58816,DELIVERED,147.34
17862,29736,DELIVERED,139.5
17863,97701,SHIPPED,79.68
17864,99337,DELIVERED,126.57
17865,20740,DELIVERED,341.02
17866,52979,DELIVERED,189.37
17867,84935,DELIVERED,145.28
17868,2259,DELIVERED,112.05
17869,24162,DELIVERED,166.5
17870,31956,DELIVERED,73.34
17871,79133,DELIVERED,325.47
17872,42939,DELIVERED,58.16
17873,7274,DELIVERED,202.91
17874,94404,DELIVERED,55.22
17875,387,DELIVERED,87.9
17876,34437,DELIVERED,54.1
17877,61998,DELIVERED,260.99
17878,14823,DELIVERED,27.77
17879,4991,DELIVERED,43.09
17880,8566,DELIVERED,82.12
17881,37188,DELIVERED,80.2
17882,39888,DELIVERED,133.25
17883,28235,DELIVERED,86.19
17884,20846,DELIVERED,57.87
17885,23453,DELIVERED,32.64
17886,49589,DELIVERED,163.48
17887,69970,DELIVERED,97.61
17888,35750,CONFIRMED,53.05
17889,3356,DELIVERED,45.19
17890,82523,DELIVERED,24.28
17891,82823,DELIVERED,45.22
17892,64912,DELIVERED,253.87
17893,69657,DELIVERED,25.23
17894,75779,DELIVERED,37.1
17895,84898,DELIVERED,111.69
17896,4494,DELIVERED,60.1
17897,35698,DELIVERED,227.05
17898,48150,DELIVERED,188.64
17899,52236,DELIVERED,193.3
17900,4517,DELIVERED,67.92
17901,60752,DELIVERED,198.83
17902,96330,DELIVERED,101.29
17903,6319,DELIVERED,131.95
17904,52526,DELIVERED,64.42
17905,16450,DELIVERED,88.49
17906,36206,DELIVERED,56.79
17907,76327,DELIVERED,118.04
17908,50287,DELIVERED,100.08
17909,6633,DELIVERED,188.89
17910,10520,DELIVERED,451.76
17911,41826,DELIVERED,164.51
17912,66415,DELIVERED,32.0
17913,23648,DELIVERED,45.37
17914,72346,DELIVERED,124.82
17915,64650,DELIVERED,49.91
17916,10094,DELIVERED,149.54
17917,68735,DELIVERED,153.13
17918,63471,DELIVERED,144.99
17919,90059,DELIVERED,622.86
17920,87901,DELIVERED,116.3
17921,93199,DELIVERED,26.44
17922,90720,CANCELLED,0.0
17923,31080,DELIVERED,75.45
17924,57531,DELIVERED,206.92
17925,35707,DELIVERED,75.25
17926,1071,DELIVERED,61.32
17927,72459,DELIVERED,71.14
17928,65447,DELIVERED,171.0
17929,50339,DELIVERED,85.6
17930,8740,DELIVERED,66.94
17931,1319,DELIVERED,267.51
17932,54126,DELIVERED,27.38
17933,48419,DELIVERED,68.78
17934,44851,DELIVERED,34.1
17935,28753,SHIPPED,86.91
17936,50191,DELIVERED,215.05
17937,37661,DELIVERED,32.78
17938,29874,DELIVERED,52.09
17939,15975,DELIVERED,92.8
17940,25857,DELIVERED,33.28
17941,75143,DELIVERED,178.39
17942,3759,DELIVERED,107.0
17943,89633,DELIVERED,33.23
17944,96120,DELIVERED,116.47
17945,19378,DELIVERED,313.53
17946,19997,DELIVERED,68.02
17947,90731,DELIVERED,46.69
17948,62695,DELIVERED,33.92
17949,15386,DELIVERED,216.09
17950,71896,DELIVERED,100.82
17951,17201,DELIVERED,60.6
17952,77967,DELIVERED,36.69
17953,20272,DELIVERED,65.81
17954,43928,DELIVERED,169.23
17955,42374,DELIVERED,51.64
17956,41662,DELIVERED,28.75
17957,34270,DELIVERED,137.6
17958,91440,DELIVERED,77.41
17959,67206,DELIVERED,56.78
17960,81043,DELIVERED,378.05
17961,56128,DELIVERED,195.01
17962,43572,DELIVERED,45.09
17963,5547,DELIVERED,106.5
17964,89002,DELIVERED,77.57
17965,55420,DELIVERED,97.98
17966,89096,DELIVERED,33.62
17967,25061,DELIVERED,196.52
17968,48605,DELIVERED,91.28
17969,47769,DELIVERED,32.09
17970,22512,DELIVERED,111.8
17971,50019,DELIVERED,58.36
17972,79630,DELIVERED,98.94
17973,70091,DELIVERED,60.91
17974,56072,DELIVERED,235.3
17975,34602,DELIVERED,86.14
17976,56612,DELIVERED,133.76
17977,67943,DELIVERED,153.58
17978,80185,DELIVERED,171.2
17979,4856,DELIVERED,476.52
17980,4337,DELIVERED,275.8
17981,17746,DELIVERED,193.84
17982,27008,DELIVERED,65.01
17983,68275,DELIVERED,957.6
17984,23195,CANCELLED,0.0
17985,90635,DELIVERED,70.14
17986,6106,DELIVERED,99.65
17987,60226,DELIVERED,178.03
17988,7960,CONFIRMED,60.69
17989,99049,DELIVERED,173.74
17990,33789,DELIVERED,116.24
17991,5998,DELIVERED,87.23
17992,80804,DELIVERED,93.9
17993,88131,DELIVERED,147.67
17994,7878,DELIVERED,201.65
17995,95339,DELIVERED,111.71
17996,89827,DELIVERED,138.29
17997,70826,DELIVERED,90.95
17998,63119,DELIVERED,41.75
17999,96031,DELIVERED,226.72
18000,47722,DELIVERED,57.77
18001,74717,DELIVERED,226.96
18002,57178,DELIVERED,132.04
18003,27473,DELIVERED,66.67
18004,17668,DELIVERED,68.84
18005,575,DELIVERED,79.38
18006,97270,SHIPPED,742.85
18007,25162,DELIVERED,189.32
18008,88878,DELIVERED,33.77
18009,79651,DELIVERED,147.06
18010,11454,DELIVERED,96.02
18011,90478,DELIVERED,390.77
18012,40779,DELIVERED,1415.8
18013,82257,DELIVERED,77.57
18014,14046,DELIVERED,122.97
18015,58701,DELIVERED,68.84
18016,87037,DELIVERED,87.94
18017,15317,DELIVERED,374.67
18018,21441,DELIVERED,38.51
18019,69877,DELIVERED,73.26
18020,21963,DELIVERED,33.0
18021,56932,DELIVERED,405.57
18022,66633,DELIVERED,147.15
18023,39771,DELIVERED,180.59
18024,54417,DELIVERED,58.82
18025,41980,DELIVERED,57.06
18026,86023,DELIVERED,83.54
18027,70262,DELIVERED,160.76
18028,68555,DELIVERED,74.66
18029,92218,DELIVERED,126.99
18030,23362,DELIVERED,238.41
18031,22920,DELIVERED,45.78
18032,50270,DELIVERED,664.76
18033,97570,DELIVERED,111.89
18034,85621,DELIVERED,25.19
18035,22782,DELIVERED,42.47
18036,52959,DELIVERED,104.37
18037,63392,DELIVERED,195.69
18038,47482,DELIVERED,103.55
18039,7956,DELIVERED,103.83
18040,31489,DELIVERED,34.78
18041,9829,DELIVERED,214.71
18042,80342,DELIVERED,59.6
18043,21521,DELIVERED,130.85
18044,35830,DELIVERED,74.49
18045,62877,DELIVERED,75.38
18046,69184,DELIVERED,88.08
18047,6676,DELIVERED,42.09
18048,40326,DELIVERED,31.6
18049,3822,DELIVERED,75.65
18050,48607,DELIVERED,118.01
18051,30838,DELIVERED,215.01
18052,89847,DELIVERED,1525.78
18053,45426,DELIVERED,1118.05
18054,19736,DELIVERED,528.22
18055,61695,DELIVERED,61.23
18056,16506,DELIVERED,251.07
18057,48859,DELIVERED,359.6
18058,37090,DELIVERED,1182.31
18059,52060,DELIVERED,125.42
18060,6549,DELIVERED,16.29
18061,47331,DELIVERED,313.0
18062,39173,DELIVERED,288.52
18063,12313,DELIVERED,128.85
18064,12472,DELIVERED,238.46
18065,70232,DELIVERED,87.16
18066,71340,DELIVERED,134.06
18067,88916,DELIVERED,43.41
18068,39001,DELIVERED,235.29
18069,64640,DELIVERED,107.3
18070,19715,DELIVERED,31.59
18071,89539,DELIVERED,50.61
18072,77892,DELIVERED,175.32
18073,75142,DELIVERED,381.51
18074,84072,DELIVERED,64.0
18075,33266,DELIVERED,83.03
18076,55127,DELIVERED,322.89
18077,72074,DELIVERED,29.77
18078,68882,DELIVERED,45.09
18079,8905,DELIVERED,56.78
18080,35448,DELIVERED,112.27
18081,97850,DELIVERED,38.69
18082,94319,DELIVERED,283.57
18083,5678,DELIVERED,142.44
18084,72619,DELIVERED,205.99
18085,6658,DELIVERED,118.35
18086,35338,DELIVERED,84.13
18087,32952,DELIVERED,65.09
18088,65130,DELIVERED,89.57
18089,74795,DELIVERED,301.0
18090,67463,DELIVERED,52.1
18091,6103,DELIVERED,277.02
18092,58632,DELIVERED,40.1
18093,20171,DELIVERED,167.13
18094,94215,DELIVERED,41.1
18095,73698,DELIVERED,64.86
18096,75733,DELIVERED,266.32
18097,14047,DELIVERED,690.88
18098,50717,DELIVERED,118.83
18099,94013,DELIVERED,46.85
18100,56477,DELIVERED,90.99
18101,92285,DELIVERED,294.33
18102,5049,DELIVERED,96.8
18103,51076,DELIVERED,61.85
18104,80247,DELIVERED,46.54
18105,77363,DELIVERED,218.04
18106,84921,DELIVERED,98.04
18107,67285,DELIVERED,128.68
18108,33483,DELIVERED,35.0
18109,48127,DELIVERED,375.0
18110,98869,DELIVERED,78.65
18111,25209,DELIVERED,180.5
18112,14976,DELIVERED,62.44
18113,63824,DELIVERED,616.94
18114,85289,DELIVERED,128.48
18115,78378,DELIVERED,154.73
18116,92611,DELIVERED,50.21
18117,30647,DELIVERED,158.85
18118,55489,DELIVERED,122.21
18119,43903,DELIVERED,113.35
18120,56383,DELIVERED,117.85
18121,77636,DELIVERED,146.51
18122,92312,DELIVERED,95.23
18123,11068,DELIVERED,58.59
18124,33791,DELIVERED,199.8
18125,93705,DELIVERED,70.81
18126,29309,DELIVERED,197.55
18127,19965,DELIVERED,77.57
18128,79677,DELIVERED,204.53
18129,76692,DELIVERED,58.82
18130,27239,DELIVERED,315.88
18131,1178,DELIVERED,28.04
18132,83564,DELIVERED,199.0
18133,47733,DELIVERED,133.68
18134,30109,DELIVERED,113.14
18135,88604,DELIVERED,138.66
18136,52406,DELIVERED,43.29
18137,41551,DELIVERED,636.46
18138,10533,DELIVERED,162.62
18139,34820,DELIVERED,60.01
18140,89667,DELIVERED,32.7
18141,95398,DELIVERED,255.44
18142,69153,DELIVERED,140.62
18143,91831,DELIVERED,514.35
18144,40544,DELIVERED,116.61
18145,29450,DELIVERED,79.38
18146,43383,DELIVERED,34.62
18147,6043,DELIVERED,283.62
18148,13617,DELIVERED,85.23
18149,6486,DELIVERED,233.87
18150,71542,DELIVERED,195.0
18151,88531,DELIVERED,442.11
18152,68658,DELIVERED,84.05
18153,96260,DELIVERED,58.13
18154,64972,DELIVERED,201.95
18155,94666,DELIVERED,107.07
18156,80645,DELIVERED,185.86
18157,57823,DELIVERED,215.01
18158,12823,DELIVERED,202.12
18159,16455,DELIVERED,83.41
18160,73926,DELIVERED,38.15
18161,50249,DELIVERED,110.25
18162,68114,DELIVERED,134.94
18163,48793,DELIVERED,55.18
18164,45571,CANCELLED,88.09
18165,86638,DELIVERED,108.0
18166,62994,DELIVERED,153.22
18167,78128,DELIVERED,34.0
18168,46662,DELIVERED,243.11
18169,25618,DELIVERED,46.84
18170,36240,DELIVERED,59.0
18171,95209,DELIVERED,85.81
18172,73841,DELIVERED,108.96
18173,88510,DELIVERED,439.76
18174,27773,DELIVERED,171.51
18175,56919,DELIVERED,185.94
18176,10177,DELIVERED,72.45
18177,47515,DELIVERED,111.42
18178,82637,DELIVERED,30.0
18179,87241,DELIVERED,201.04
18180,15014,DELIVERED,76.34
18181,95168,DELIVERED,224.98
18182,83226,DELIVERED,164.1
18183,20904,DELIVERED,125.42
18184,97297,DELIVERED,181.82
18185,65887,DELIVERED,157.54
18186,7677,DELIVERED,78.2
18187,16405,DELIVERED,73.08
18188,68534,DELIVERED,106.15
18189,80319,DELIVERED,413.59
18190,26324,DELIVERED,54.13
18191,33252,DELIVERED,276.44
18192,33858,DELIVERED,189.25
18193,66373,DELIVERED,115.35
18194,1235,DELIVERED,215.06
18195,15075,DELIVERED,153.1
18196,57650,DELIVERED,256.92
18197,20649,DELIVERED,322.96
18198,86813,DELIVERED,522.14
18199,73250,DELIVERED,726.84
18200,46561,DELIVERED,166.71
18201,76433,DELIVERED,156.51
18202,6734,DELIVERED,208.02
18203,75863,DELIVERED,153.7
18204,64955,DELIVERED,149.59
18205,47632,DELIVERED,53.05
18206,37381,DELIVERED,711.56
18207,31758,DELIVERED,60.85
18208,25836,DELIVERED,48.22
18209,30948,DELIVERED,668.04
18210,19869,DELIVERED,60.2
18211,21896,DELIVERED,34.05
18212,94115,DELIVERED,568.5
18213,27751,DELIVERED,1173.84
18214,64921,DELIVERED,36.84
18215,98555,DELIVERED,133.12
18216,73856,DELIVERED,67.95
18217,12459,DELIVERED,63.41
18218,8396,DELIVERED,102.85
18219,79725,DELIVERED,45.44
18220,69020,DELIVERED,112.84
18221,96581,DELIVERED,73.34
18222,54867,DELIVERED,67.13
18223,90178,DELIVERED,85.36
18224,10363,DELIVERED,164.38
18225,81108,DELIVERED,37.61
18226,32121,DELIVERED,109.72
18227,49666,DELIVERED,158.37
18228,57867,DELIVERED,105.71
18229,38301,DELIVERED,42.87
18230,49549,DELIVERED,55.24
18231,67118,DELIVERED,86.54
18232,14489,DELIVERED,29.0
18233,62209,DELIVERED,868.59
18234,50532,DELIVERED,57.97
18235,99001,SHIPPED,90.72
18236,92111,DELIVERED,126.92
18237,49633,DELIVERED,135.64
18238,2400,DELIVERED,198.31
18239,7619,DELIVERED,192.64
18240,50980,DELIVERED,244.15
18241,58409,DELIVERED,57.7
18242,33962,DELIVERED,107.42
18243,5394,DELIVERED,293.67
18244,35941,DELIVERED,299.54
18245,22684,DELIVERED,127.38
18246,16682,DELIVERED,119.95
18247,61554,DELIVERED,353.58
18248,43326,DELIVERED,45.09
18249,61194,DELIVERED,261.89
18250,67693,DELIVERED,141.78
18251,26201,CANCELLED,0.0
18252,78387,DELIVERED,134.03
18253,13460,DELIVERED,116.94
18254,39088,DELIVERED,54.44
18255,37805,DELIVERED,68.43
18256,7648,DELIVERED,190.99
18257,12881,DELIVERED,369.66
18258,95504,DELIVERED,78.91
18259,92054,DELIVERED,73.43
18260,36651,DELIVERED,146.5
18261,13066,DELIVERED,148.06
18262,92896,DELIVERED,138.21
18263,48649,DELIVERED,374.35
18264,59125,SHIPPED,103.71
